ID_Caso,Fecha_Ingreso,Sucursal_Propietaria,Ejecutivo,Tipificacion,Subtipificacion,Dias_Cartera,Estado,Prioridad,Canal_Ingreso,Monto_Compra,Cumple_SLA_7_dias,M20,Contacto_Cliente,Escalado,Resultado_Gestion
CASO-100682,2026-07-27,Maipú,Ejecutivo_06,Problema de facturación,Factura,24,Pendiente,Media,Web,156462,No,Sí,Sí,No,En seguimiento
CASO-100683,2026-08-12,La Florida,Ejecutivo_10,Servicio adicional,Instalación,8,Cerrado,Alta,Call Center,80403,No,No,Sí,No,Resuelto
CASO-100684,2026-08-09,La Florida,Ejecutivo_09,Consulta transaccional,Pago,11,Cerrado,Media,Tienda,63466,No,No,Sí,No,Resuelto
CASO-100685,2026-08-07,Maipú,Ejecutivo_10,Consulta transaccional,Estado transacción,13,Cerrado,Media,Call Center,8981,No,No,Sí,No,Resuelto
CASO-100686,2026-08-03,Puente Alto,Ejecutivo_04,Producto no recibido,No entregado,17,Cerrado,Baja,Call Center,145565,No,No,No,No,Resuelto
CASO-100687,2026-08-12,Providencia,Ejecutivo_08,Descuento no aplicado,Cupón,8,Pendiente,Media,App,207290,No,No,Sí,No,Cliente contactado
CASO-100688,2026-07-30,Maipú,Ejecutivo_10,Descuento no aplicado,Convenio,21,Pendiente,Media,App,207390,No,Sí,Sí,No,Resuelto
CASO-100689,2026-08-02,Quilicura,Ejecutivo_03,Producto defectuoso,Cambio,18,En gestión,Baja,Tienda,120631,No,No,Sí,No,Pendiente información
CASO-100690,2026-07-21,Maipú,Ejecutivo_03,Producto no recibido,No entregado,30,Pendiente,Media,Tienda,124238,No,Sí,Sí,No,Cliente contactado
CASO-100691,2026-08-02,Ñuñoa,Ejecutivo_08,Retraso en la entrega,Entregado,18,Cerrado,Baja,App,100335,No,No,Sí,No,Resuelto
CASO-100692,2026-07-20,Maipú,Ejecutivo_05,Descuento no aplicado,Convenio,31,Pendiente,Media,App,112441,No,Sí,Sí,Sí,Cliente contactado
CASO-100693,2026-07-19,Puente Alto,Ejecutivo_03,Reembolso pendiente,Pendiente banco,32,Escalado,Media,App,21984,No,Sí,Sí,Sí,Cliente contactado
CASO-100694,2026-08-09,Ñuñoa,Ejecutivo_10,Anulación de compra,Stock,11,Pendiente,Alta,App,130580,No,No,Sí,No,Derivado
CASO-100695,2026-07-26,Quilicura,Ejecutivo_11,Retraso en la entrega,Nueva fecha disponible,25,Pendiente,Media,App,116316,No,Sí,Sí,No,Cliente contactado
CASO-100696,2026-07-18,Santiago Centro,Ejecutivo_01,Servicio adicional,Armado,33,Escalado,Alta,Call Center,158832,No,Sí,Sí,Sí,Cliente contactado
CASO-100697,2026-08-12,Santiago Centro,Ejecutivo_15,Reembolso pendiente,En validación,8,En gestión,Media,Tienda,227601,No,No,Sí,No,Resuelto
CASO-100698,2026-08-09,La Florida,Ejecutivo_03,Reembolso pendiente,Pendiente banco,11,Pendiente,Media,Call Center,137596,No,No,Sí,No,Cliente contactado
CASO-100699,2026-07-29,Providencia,Ejecutivo_12,Producto no recibido,No entregado,22,Pendiente,Media,Call Center,123454,No,Sí,No,Sí,Pendiente información
CASO-100700,2026-07-27,La Florida,Ejecutivo_09,Producto defectuoso,Evaluación técnica,24,Escalado,Media,Web,54402,No,Sí,Sí,Sí,En seguimiento
CASO-100701,2026-08-03,Puente Alto,Ejecutivo_05,Servicio adicional,Armado,17,Pendiente,Media,Call Center,96656,No,No,No,No,Resuelto
CASO-100702,2026-08-08,Las Condes,Ejecutivo_12,Descuento no aplicado,Cupón,12,Pendiente,Media,App,70614,No,No,Sí,No,Cliente contactado
CASO-100703,2026-07-19,Quilicura,Ejecutivo_10,Producto no recibido,No entregado,32,Escalado,Media,App,171963,No,Sí,Sí,No,Pendiente información
CASO-100704,2026-08-05,Providencia,Ejecutivo_15,Descuento no aplicado,Cupón,15,Cerrado,Baja,Web,96009,No,No,No,No,Resuelto
CASO-100705,2026-08-04,Quilicura,Ejecutivo_02,Producto no recibido,Despacho en ruta,16,Pendiente,Media,Web,175904,No,No,Sí,No,Resuelto
CASO-100706,2026-07-29,Santiago Centro,Ejecutivo_07,Producto no recibido,No entregado,22,Pendiente,Baja,Web,50836,No,Sí,No,No,Pendiente información
CASO-100707,2026-07-23,La Florida,Ejecutivo_15,Producto no recibido,No entregado,28,Pendiente,Baja,Web,210025,No,Sí,Sí,Sí,Cliente contactado
CASO-100708,2026-07-31,Quilicura,Ejecutivo_02,Producto defectuoso,Garantía,20,Cerrado,Media,Web,149434,No,No,Sí,No,Resuelto
CASO-100709,2026-07-18,Santiago Centro,Ejecutivo_04,Producto no recibido,Listo para retiro,33,Escalado,Media,Call Center,202817,No,Sí,No,Sí,Derivado
CASO-100710,2026-08-10,Puente Alto,Ejecutivo_12,Devolución,Retiro pendiente,10,Pendiente,Media,Web,173993,No,No,Sí,No,Resuelto
CASO-100711,2026-07-19,Puente Alto,Ejecutivo_07,Anulación de compra,Stock,32,Escalado,Media,Call Center,206506,No,Sí,No,Sí,Pendiente información
CASO-100712,2026-07-18,Las Condes,Ejecutivo_04,Descuento no aplicado,Promoción,33,Pendiente,Media,Tienda,154634,No,Sí,Sí,No,En seguimiento
CASO-100713,2026-08-18,Quilicura,Ejecutivo_07,Retraso en la entrega,Entregado,2,En gestión,Media,Web,200582,Sí,No,Sí,No,Pendiente información
CASO-100714,2026-07-18,Las Condes,Ejecutivo_07,Problema de facturación,Boleta,33,Pendiente,Media,Web,136049,No,Sí,Sí,Sí,Derivado
CASO-100715,2026-07-18,Ñuñoa,Ejecutivo_01,Servicio adicional,Instalación,33,Pendiente,Media,Call Center,81407,No,Sí,No,Sí,Resuelto
CASO-100716,2026-08-07,Providencia,Ejecutivo_06,Consulta transaccional,Pago,13,Pendiente,Media,Tienda,12610,No,No,Sí,No,Cliente contactado
CASO-100717,2026-07-21,Quilicura,Ejecutivo_09,Producto defectuoso,Cambio,30,Pendiente,Media,Call Center,114381,No,Sí,Sí,Sí,Pendiente información
CASO-100718,2026-07-18,Puente Alto,Ejecutivo_02,Retraso en la entrega,Sin nueva fecha,33,Escalado,Baja,Call Center,228990,No,Sí,No,Sí,Derivado
CASO-100719,2026-08-07,La Florida,Ejecutivo_14,Reembolso pendiente,En validación,13,En gestión,Media,Web,20791,No,No,No,No,En seguimiento
CASO-100720,2026-07-25,Santiago Centro,Ejecutivo_03,Devolución,Recepcionado,26,Pendiente,Alta,App,63047,No,Sí,Sí,Sí,Resuelto
CASO-100721,2026-07-29,Maipú,Ejecutivo_10,Consulta transaccional,Abono,22,Pendiente,Media,App,236920,No,Sí,Sí,No,Cliente contactado
CASO-100722,2026-08-18,Las Condes,Ejecutivo_05,Problema de facturación,Boleta,2,Pendiente,Media,Call Center,239898,Sí,No,Sí,No,Pendiente información
CASO-100723,2026-07-25,Maipú,Ejecutivo_09,Retraso en la entrega,Entregado,26,Pendiente,Media,Web,203978,No,Sí,Sí,No,En seguimiento
CASO-100724,2026-08-05,Quilicura,Ejecutivo_04,Consulta transaccional,Abono,15,En gestión,Media,Tienda,155737,No,No,Sí,No,Cliente contactado
CASO-100725,2026-07-17,La Florida,Ejecutivo_01,Retraso en la entrega,Nueva fecha disponible,34,Pendiente,Media,App,75246,No,Sí,Sí,No,Derivado
CASO-100726,2026-08-09,Las Condes,Ejecutivo_04,Devolución,Retiro pendiente,11,Cerrado,Media,Tienda,201936,No,No,Sí,No,Resuelto
CASO-100727,2026-08-17,Maipú,Ejecutivo_06,Problema de facturación,Boleta,3,En gestión,Baja,App,182523,Sí,No,No,No,En seguimiento
CASO-100728,2026-08-14,Providencia,Ejecutivo_05,Reembolso pendiente,En validación,6,En gestión,Baja,Web,239955,Sí,No,No,No,Derivado
CASO-100729,2026-08-11,La Florida,Ejecutivo_14,Producto no recibido,Despacho en ruta,9,Pendiente,Media,Call Center,91148,No,No,Sí,No,Resuelto
CASO-100730,2026-08-14,Santiago Centro,Ejecutivo_13,Descuento no aplicado,Convenio,6,Pendiente,Media,Tienda,50890,Sí,No,Sí,No,En seguimiento
CASO-100731,2026-08-11,Providencia,Ejecutivo_01,Reembolso pendiente,Pendiente sistema,9,Cerrado,Media,Tienda,142866,No,No,Sí,No,Resuelto
CASO-100732,2026-07-20,La Florida,Ejecutivo_04,Producto no recibido,Listo para retiro,31,Pendiente,Alta,Call Center,37888,No,Sí,Sí,Sí,Pendiente información
CASO-100733,2026-07-19,Ñuñoa,Ejecutivo_06,Producto defectuoso,Evaluación técnica,32,Escalado,Media,Tienda,142821,No,Sí,Sí,Sí,Derivado
CASO-100734,2026-08-08,Las Condes,Ejecutivo_13,Anulación de compra,Error compra,12,En gestión,Media,App,51531,No,No,Sí,No,Resuelto
CASO-100735,2026-08-12,Puente Alto,Ejecutivo_15,Servicio adicional,Armado,8,En gestión,Baja,Call Center,120652,No,No,Sí,No,Cliente contactado
CASO-100736,2026-08-12,Santiago Centro,Ejecutivo_10,Servicio adicional,Instalación,8,Pendiente,Alta,App,25608,No,No,Sí,No,Cliente contactado
CASO-100737,2026-07-23,Quilicura,Ejecutivo_10,Descuento no aplicado,Promoción,28,Pendiente,Media,App,85986,No,Sí,Sí,Sí,Derivado
CASO-100738,2026-07-31,Providencia,Ejecutivo_14,Problema de facturación,Boleta,20,En gestión,Media,Web,205283,No,No,Sí,No,Cliente contactado
CASO-100739,2026-08-13,Providencia,Ejecutivo_04,Devolución,En revisión,7,Pendiente,Media,App,88996,Sí,No,Sí,No,Derivado
CASO-100740,2026-08-09,Maipú,Ejecutivo_15,Problema de facturación,Cobro incorrecto,11,Pendiente,Alta,Web,61017,No,No,Sí,Sí,Resuelto
CASO-100741,2026-07-31,Las Condes,Ejecutivo_14,Devolución,En revisión,20,Pendiente,Baja,Tienda,240019,No,No,Sí,No,Cliente contactado
CASO-100742,2026-08-04,Quilicura,Ejecutivo_09,Problema de facturación,Cobro incorrecto,16,Pendiente,Media,Tienda,62676,No,No,No,No,Pendiente información
CASO-100743,2026-08-16,Puente Alto,Ejecutivo_05,Anulación de compra,Error compra,4,Cerrado,Media,Web,16560,Sí,No,No,No,Resuelto
CASO-100744,2026-08-14,La Florida,Ejecutivo_08,Producto defectuoso,Garantía,6,Pendiente,Media,App,190473,Sí,No,Sí,No,Cliente contactado
CASO-100745,2026-07-29,Puente Alto,Ejecutivo_09,Producto defectuoso,Garantía,22,Pendiente,Media,Call Center,55468,No,Sí,Sí,No,Resuelto
CASO-100746,2026-07-25,Las Condes,Ejecutivo_10,Producto no recibido,Listo para retiro,26,Pendiente,Media,Call Center,168535,No,Sí,Sí,Sí,Resuelto
CASO-100747,2026-08-17,Las Condes,Ejecutivo_05,Consulta transaccional,Abono,3,En gestión,Alta,Web,167735,Sí,No,Sí,Sí,Pendiente información
CASO-100748,2026-08-06,Ñuñoa,Ejecutivo_06,Producto defectuoso,Cambio,14,En gestión,Alta,Tienda,249759,No,No,Sí,Sí,Resuelto
CASO-100749,2026-08-09,Ñuñoa,Ejecutivo_01,Producto defectuoso,Evaluación técnica,11,Pendiente,Baja,Tienda,204778,No,No,Sí,No,Resuelto
CASO-100750,2026-08-02,Puente Alto,Ejecutivo_11,Reembolso pendiente,Pendiente banco,18,En gestión,Media,Call Center,194845,No,No,Sí,No,Cliente contactado
CASO-100751,2026-08-08,La Florida,Ejecutivo_12,Reembolso pendiente,Pendiente sistema,12,En gestión,Media,Web,38123,No,No,Sí,No,Derivado
CASO-100752,2026-07-28,Puente Alto,Ejecutivo_15,Producto no recibido,No entregado,23,Pendiente,Media,Call Center,99346,No,Sí,Sí,Sí,En seguimiento
CASO-100753,2026-08-08,Las Condes,Ejecutivo_07,Consulta transaccional,Abono,12,Cerrado,Baja,App,145790,No,No,Sí,No,Resuelto
CASO-100754,2026-08-07,Las Condes,Ejecutivo_04,Descuento no aplicado,Convenio,13,Pendiente,Alta,App,198709,No,No,Sí,Sí,Resuelto
CASO-100755,2026-07-26,Maipú,Ejecutivo_11,Reembolso pendiente,Pendiente sistema,25,Escalado,Media,Web,5028,No,Sí,Sí,No,En seguimiento
CASO-100756,2026-08-01,Ñuñoa,Ejecutivo_02,Descuento no aplicado,Promoción,19,Pendiente,Alta,Web,198442,No,No,Sí,No,Resuelto
CASO-100757,2026-08-12,Quilicura,Ejecutivo_05,Retraso en la entrega,Nueva fecha disponible,8,Pendiente,Alta,App,52599,No,No,Sí,Sí,Cliente contactado
CASO-100758,2026-07-22,Quilicura,Ejecutivo_12,Reembolso pendiente,Pendiente sistema,29,Pendiente,Alta,Tienda,153469,No,Sí,No,No,Cliente contactado
CASO-100759,2026-07-19,Quilicura,Ejecutivo_03,Anulación de compra,Solicitud cliente,32,Pendiente,Baja,Web,245270,No,Sí,No,No,En seguimiento
CASO-100760,2026-08-02,Maipú,Ejecutivo_06,Consulta transaccional,Estado transacción,18,Pendiente,Alta,App,243395,No,No,Sí,No,Resuelto
CASO-100761,2026-08-14,Santiago Centro,Ejecutivo_08,Producto no recibido,Listo para retiro,6,En gestión,Alta,App,50406,Sí,No,Sí,No,Resuelto
CASO-100762,2026-08-02,Quilicura,Ejecutivo_07,Retraso en la entrega,Sin nueva fecha,18,En gestión,Media,Tienda,52657,No,No,Sí,No,Derivado
CASO-100763,2026-08-01,Las Condes,Ejecutivo_03,Consulta transaccional,Pago,19,Pendiente,Baja,Tienda,72560,No,No,No,No,Resuelto
CASO-100764,2026-07-29,Maipú,Ejecutivo_08,Anulación de compra,Error compra,22,Pendiente,Media,Tienda,109143,No,Sí,Sí,Sí,Cliente contactado
CASO-100765,2026-07-19,Puente Alto,Ejecutivo_02,Consulta transaccional,Abono,32,Pendiente,Media,Tienda,149575,No,Sí,Sí,No,Pendiente información
CASO-100766,2026-08-17,Ñuñoa,Ejecutivo_10,Anulación de compra,Stock,3,En gestión,Alta,Call Center,59943,Sí,No,No,Sí,Pendiente información
CASO-100767,2026-07-23,Ñuñoa,Ejecutivo_09,Anulación de compra,Error compra,28,Escalado,Media,Tienda,80839,No,Sí,Sí,Sí,Pendiente información
CASO-100768,2026-08-10,La Florida,Ejecutivo_04,Descuento no aplicado,Promoción,10,Pendiente,Media,Call Center,87674,No,No,Sí,No,Pendiente información
CASO-100769,2026-07-16,Puente Alto,Ejecutivo_01,Problema de facturación,Boleta,35,Pendiente,Media,Web,30345,No,Sí,Sí,No,Resuelto
CASO-100770,2026-07-22,La Florida,Ejecutivo_08,Retraso en la entrega,Nueva fecha disponible,29,Escalado,Media,App,55390,No,Sí,Sí,Sí,Resuelto
CASO-100771,2026-08-05,Maipú,Ejecutivo_07,Consulta transaccional,Abono,15,En gestión,Media,Call Center,231113,No,No,Sí,No,Derivado
CASO-100772,2026-07-18,Providencia,Ejecutivo_11,Devolución,Recepcionado,33,Pendiente,Alta,Web,64557,No,Sí,Sí,Sí,Resuelto
CASO-100773,2026-08-13,Quilicura,Ejecutivo_13,Retraso en la entrega,Entregado,7,Pendiente,Media,Web,201126,Sí,No,Sí,No,Pendiente información
CASO-100774,2026-08-08,Santiago Centro,Ejecutivo_05,Problema de facturación,Boleta,12,Cerrado,Alta,Call Center,6906,No,No,Sí,Sí,Resuelto
CASO-100775,2026-07-21,Puente Alto,Ejecutivo_10,Retraso en la entrega,Nueva fecha disponible,30,Escalado,Baja,Web,176239,No,Sí,No,No,En seguimiento
CASO-100776,2026-07-30,Puente Alto,Ejecutivo_13,Producto defectuoso,Evaluación técnica,21,Escalado,Baja,Web,12961,No,Sí,Sí,No,Cliente contactado
CASO-100777,2026-07-20,Puente Alto,Ejecutivo_05,Devolución,Recepcionado,31,Escalado,Baja,Call Center,162212,No,Sí,Sí,Sí,Cliente contactado
CASO-100778,2026-07-27,La Florida,Ejecutivo_07,Problema de facturación,Boleta,24,Pendiente,Baja,Web,124289,No,Sí,No,No,Resuelto
CASO-100779,2026-07-31,Maipú,Ejecutivo_05,Descuento no aplicado,Promoción,20,En gestión,Media,Tienda,194773,No,No,No,No,En seguimiento
CASO-100780,2026-08-16,Puente Alto,Ejecutivo_08,Consulta transaccional,Pago,4,Pendiente,Media,Tienda,82567,Sí,No,Sí,No,Pendiente información
CASO-100781,2026-07-23,Providencia,Ejecutivo_11,Servicio adicional,Armado,28,Escalado,Media,App,85664,No,Sí,No,No,Pendiente información
CASO-100782,2026-07-31,Puente Alto,Ejecutivo_13,Problema de facturación,Boleta,20,Pendiente,Media,Web,86199,No,No,Sí,No,Pendiente información
CASO-100783,2026-07-27,Ñuñoa,Ejecutivo_06,Producto no recibido,No entregado,24,Pendiente,Media,App,104764,No,Sí,No,Sí,Resuelto
CASO-100784,2026-07-19,Quilicura,Ejecutivo_13,Consulta transaccional,Pago,32,Pendiente,Media,Tienda,217290,No,Sí,Sí,Sí,Resuelto
CASO-100785,2026-07-17,Santiago Centro,Ejecutivo_05,Problema de facturación,Factura,34,Pendiente,Baja,Tienda,127357,No,Sí,Sí,No,Derivado
CASO-100786,2026-08-18,Quilicura,Ejecutivo_09,Producto defectuoso,Cambio,2,Cerrado,Media,Tienda,85729,Sí,No,No,No,Resuelto
CASO-100787,2026-08-05,Ñuñoa,Ejecutivo_11,Servicio adicional,Despacho adicional,15,Pendiente,Media,Web,164633,No,No,Sí,No,Pendiente información
CASO-100788,2026-07-17,Ñuñoa,Ejecutivo_02,Producto defectuoso,Evaluación técnica,34,Pendiente,Baja,Web,55568,No,Sí,Sí,Sí,Resuelto
CASO-100789,2026-08-14,Santiago Centro,Ejecutivo_01,Servicio adicional,Instalación,6,Cerrado,Alta,Tienda,114349,Sí,No,Sí,Sí,Resuelto
CASO-100790,2026-08-08,Providencia,Ejecutivo_08,Producto no recibido,No entregado,12,Pendiente,Media,App,78302,No,No,Sí,No,Derivado
CASO-100791,2026-08-17,Maipú,Ejecutivo_12,Consulta transaccional,Pago,3,Pendiente,Baja,App,231452,Sí,No,Sí,No,Derivado
CASO-100792,2026-08-02,Ñuñoa,Ejecutivo_03,Descuento no aplicado,Convenio,18,Pendiente,Media,Call Center,99968,No,No,No,No,Cliente contactado
CASO-100793,2026-07-30,Maipú,Ejecutivo_14,Producto defectuoso,Garantía,21,Pendiente,Media,Tienda,165576,No,Sí,Sí,No,En seguimiento
CASO-100794,2026-08-05,Ñuñoa,Ejecutivo_11,Producto defectuoso,Garantía,15,Pendiente,Media,App,121116,No,No,Sí,No,Pendiente información
CASO-100795,2026-07-18,Las Condes,Ejecutivo_12,Anulación de compra,Error compra,33,Pendiente,Media,Tienda,42146,No,Sí,No,Sí,Pendiente información
CASO-100796,2026-07-16,Santiago Centro,Ejecutivo_12,Servicio adicional,Armado,35,Escalado,Baja,App,45297,No,Sí,Sí,Sí,Derivado
CASO-100797,2026-07-25,Ñuñoa,Ejecutivo_12,Reembolso pendiente,Pendiente banco,26,Escalado,Media,Call Center,91394,No,Sí,Sí,No,Derivado
CASO-100798,2026-08-12,Las Condes,Ejecutivo_07,Consulta transaccional,Estado transacción,8,En gestión,Media,Call Center,132173,No,No,Sí,No,Cliente contactado
CASO-100799,2026-07-21,Quilicura,Ejecutivo_10,Servicio adicional,Armado,30,Pendiente,Alta,Tienda,130942,No,Sí,Sí,Sí,En seguimiento
CASO-100800,2026-07-28,La Florida,Ejecutivo_13,Anulación de compra,Error compra,23,Pendiente,Alta,App,204679,No,Sí,Sí,Sí,Cliente contactado
